Date,Time,Location,LOCATION,LOCATION_EXACT,Operator,OPERATOR_TYPE,Flight #,Route,FROM,FROM_LONGITUDE,FROM_LATITUDE,FROM_STATE,TO,TO_LONGITUDE,TO_LATITUDE,TO_STATE,Type,Registration,cn/In,Aboard,Fatalities,Ground,Summary,Reason,Crash_ID
3/17/2002,8:02,"Off Djibouti, Republiof Djibouti",Off Djibouti,Republiof Djibouti,Djibouti Airlines,Cargo,,"Mogadishu, Somalia - Djibouti",Mogadishu,45.35,2.0333333,Somalia,Djibouti,42.590275,11.825138,,Let 410UVP-E,J2-KBC,912537,4,4,0,The cargo plane crashed into the ocean while on approach to Runway 27.,0,3/17/2002Let 410UVP-E
3/23/2007,17:00,"Mogadishu, Somalia",Mogadishu,Somalia,Transaviaexport Airlines,Cargo,,Mogadishu - Djibouti,Mogadishu,45.35,2.0333333,,Djibouti,42.590275,11.825138,,Ilushin Il-76TD,EW-78849,1013405192,11,11,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu.",0,3/23/2007Ilushin Il-76TD
12/23/2005,22:27,"Nardaran, Azerbaijan",Nardaran,Azerbaijan,Azerbaijan Airlines,Others,217,"Baku, Azerbaijan - Aktau, Kazakhstan",Baku,49.8676232,40.4349504,Azerbaijan,Aktau,51.2875686,43.6859416,Kazakhstan,Antonov AN-140-100,4K-AZ48,36525307036,23,23,0,The plane crashed along the shore of the Caspian Sea 8 minutes after taking off from Baku. Instrument failure left the crew unable to control the aircraft.,0,12/23/2005Antonov AN-140-100
11/27/2006,7:20,"Tehran, Iran",Tehran,Iran,Military - Iranian Revolutionary Guard Corps Air Force,Military,,Tehran - Shiraz,Tehran,51.422945,35.696216,,Shiraz,52.5836982,29.5917677,,Antonov 74T-200,15-2255,470991045/2010,38,38,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital.",3,11/27/2006Antonov 74T-200
5/17/2001,7:45,"Near Sari, Iran",Near Sari,Iran,Faraz Qeshm Airlines,Others,,Tehran - Gorgan,Tehran,51.422945,35.696216,,Gorgan,54.4347222,36.8386111,,Yakovlev YAK-40,EP-TQP,9740856,30,30,0,"The aircraft crashed into mountains about 12 miles south of Sari, 55 minutes after taking off from Tehran on a flight to Gorgan. Shortly before the tower lost contact with the plane the pilot reported bad weather and said he was thinking of returning to Tehran. Transport Minister of Iran, Rahman Dadman, 45, killed.",2,5/17/2001Yakovlev YAK-40
3/16/2005,13:57,"Varandey, Russia",Varandey,Russia,Regional Airlines,Others,,Ufa - Usinsk - Perm - Varandey - Naryan Mar,Ufa,55.9666667,54.75,,Usinsk - Perm - Varandey - Naryan Mar,53.1078339,67.6710067,,Antonov 24,RA-46489,27308107,52,28,0,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The planeâs crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",1,3/16/2005Antonov 24
2/19/2003,17:30,"Near Shahdad, Iran",Near Shahdad,Iran,Military - IslamiRevolution's Guards Corps,Military,,Zahedan - Kerman,Zahedan,60.8627778,29.4963889,,Kerman,57.06702,30.28027,,Ilyushin Il-76MD,15-22,63471155,275,275,0,"The plane crashed into an 11,500 ft.  mountain in poor weather, about 20 miles from its destination of Kerman. Besides the 18 crew members, the victims included Iran's Revolutionary Guard.",2,2/19/2003Ilyushin Il-76MD
5/26/2008,18:15,"Near Chelyabinsk, Russia",Near Chelyabinsk,Russia,Moskovia Airlines,Cargo,,Chelyabinsk - Perm,Chelyabinsk,61.4266808,55.1745331,,Perm,56.2488889,58.0138889,,Antonov An-12,RA-12957,8345508,9,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line.",0,5/26/2008Antonov An-12
1/13/2004,19:40,"Tashkent, Uzbekistan",Tashkent,Uzbekistan,Uzbekistan Airways,Others,1154,Termez - Tashkent,Termez,67.2833333,37.2166667,,Tashkent,69.2166667,41.2666667,,Yakovlev YAK-40,UK-87985,9540844,37,37,0,"Crashed while attempting to land in heavy fog. The aircraft struck a stanchion of approach lights and flipped over, hitting the outside of a wall surrounding the landing area.",2,1/13/2004Yakovlev YAK-40
4/24/2006,11:45,"Lashkar Gah, Afghanistan",Lashkar Gah,Afghanistan,U.S. Government (leased),Cargo,,Kabul - Kandahar - Lashkar Gah,Kabul,69.1717029,34.528455,,Kandahar - Lashkar Gah,64.6214281,31.4202675,,Antonov AN-32B,ZS-PDV,3003,16,2,3,A cargo plane carrying U.S. anti-narcotics officials crashed while attempting to land at Bost Airport in Lashkar Gah. The plane overran the runway and crashed into a residential area after trying to avoid a truck that pulled onto the runway. The pilot pulled up to avoid hitting the truck but was unable to gain sufficient speed to remain airborne.,0,4/24/2006Antonov AN-32B
5/26/2003,4:45,"Near Macka, Turkey",Near Macka,Turkey,Ukranian-Mediterranean Airlines,Others,4230,"Kabul, Afghanistan - Trabzon, Turkey - Zaragoza, Spain",Kabul,69.1717029,34.528455,Afghanistan,Trabzon,39.7177999,41.00145,"Turkey - Zaragoza, Spain",Yakovlev 42D,UR-42352,2042181195,75,75,0,The plane struck the side of a steep mountain in heavy fog on its third attempt to land at Trabzon to refuel. The pilot reported not being able to see the runway on the first two attempts.  The aircraft charter was carrying Spanish peacekeeping forces back to Zaragoza.,2,5/26/2003Yakovlev 42D
8/26/1999,10:54,"Turtkul, Uzbekistan",Turtkul,Uzbekistan,Uzbekistan Airways,Others,,Tashkent - Turtkul,Tashkent,69.2166667,41.2666667,,Turtkul,61,41.55,,Yakovlev YAK-40,UK-87848,9331730,33,2,0,"The aircraft struck power lines 2,000m past the end of the runway after a second attempted go-around.",0,8/26/1999Yakovlev YAK-40
11/27/2004,11:20,"Near Bagram, Afghanstan",Near Bagram,Afghanstan,Presidental Airways Inc. - Air Taxi,Others,-,"Bagram - Farah, Afghanstan",Bagram,69.273331,34.944168,,Farah,62.115719,32.374802,Afghanstan,CASA 212-CC,N960BW,231,6,6,0,"Crashed into a mountain 80 miles west of Bagram while en route. The wreckage site was located a the 14,000 ft. level of a 16,739 ft. mountain. The crew deliberately avoided the standard route and took a joy ride in another direction, eventually becoming trapped in a canyon and slamming into a mountainside.",0,11/27/2004CASA 212-CC
2/20/2003,8:52,"Near Kohat, Pakistan",Near Kohat,Pakistan,Military - Pakistan Air Force,Military,-,Islamabad - Kohat,Islamabad,73.0931461,33.7293882,,Kohat,71.4332193,33.5834014,,Fokker F-27 Friendship 200,10254,10254,17,17,0,"The plane crashed into a mountainside in a remote region near the town of Kohat, about 250 kilometers northwest of Islamabad. Among those killed was Air Force chief Mushaf Ali Mir.  Pilot error. Pilot's premature descent below minima which resulted in the aircraft hitting a cloud covered ridge at 3,000 feet above sea level.",1,2/20/2003Fokker F-27 Friendship 200
3/17/2007,11:40,"Samara, Russia",Samara,Russia,UTAir Airlines,Others,471,Surgut - Samara,Surgut,73.4,61.2666667,,Samara,50.1666667,53.2333333,,Tupelov 134AK,RA-65021,48390,57,6,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The controllers' failure to warn the crew of worsening weather and the crew's erroneous decision to land despite poor visibility.",2,3/17/2007Tupelov 134AK
8/24/2008,20:30,"Bishkek, Kyrgyzstan",Bishkek,Kyrgyzstan,Itek Air,Others,6895,"Bishkek - Tehran, Iran",Bishkek,74.587883,42.870022,,Tehran,51.422945,35.696216,Iran,Boeing B-737-219,EX-009,22088,90,68,0,The plane crashed shortly after taking off from Manas International Airport. The crew reported a technical problem 10 minutes into the flight and said they were returning to the airport when it crashed 6 miles from the airport. The Iran Aseman Airlines flight was being carried out by Itek Air. Pilot error,3,8/24/2008Boeing B-737-219
9/16/2000,9:25,"Kumarapura, Sri Lanka",Kumarapura,Sri Lanka,Military - Sri Lanka Air Force,Military,,Colombo - Kalmunai,Colombo,79.861243,6.9270786,,Kalmunai,81.8166667,7.4166667,,Mil Mi-17,,,14,14,0,"The Air Force helicopter was on a domestiflight when it cashed into mountainous terrain 75 km from Colombo. The helicopterâs pilot had contacted air trafficontrollers saying he had problems with visibility and was lowering his altitude. Sri Lanka, Muslim Congress leader M. H. M. Ashraff, 52, along with members of his entourage were killed.",0,9/16/2000Mil Mi-17
7/27/2000,10:31,"Jodhura, Nepal",Jodhura,Nepal,Royal Nepal Airlines,Others,,Bajhang - Dhangadhi,Bajhang,81.2518833,29.776669,,Dhangadhi,80.6,28.6833333,,de Havilland Canada DHC-6 Twin Otter 300,9N-ABP,654,25,25,0,"The aircraft crashed into the Churia mountain range at 4,300 ft., 20 minutes into a 30 minute flight to Dhangadhi in rain and fog.",2,7/27/2000de Havilland Canada DHC-6 Twin Otter 300
6/21/2006,11:30,"Jumla, Napal",Jumla,Napal,Yeti Airlines,Others,,Surkhet - Jumla,Surkhet,81.7787021,28.517456,,Jumla,82.12784,29.2787765,,de Havilland Canada DHC-6 Twin Otter 300,9N-AEQ,708,9,9,0,The plane crashed into a mountain on the east side of the airport after the pilot executed a go-around. The accident happened 1 kilometer from the airport.,0,6/21/2006de Havilland Canada DHC-6 Twin Otter 300
1/17/1999,16:30,"Jumla, Nepal",Jumla,Nepal,Necon Air,Others,,Jumla - Nepalgunj,Jumla,82.12784,29.2787765,,Nepalgunj,81.619591,28.063931,,Cessna 208 Caravan I,9N-ADA,20800235,12,4,0,"While taking off the aircraft stalled, crashed and caught fire. Incorrectly set flaps for takeoff.",0,1/17/1999Cessna 208 Caravan I
7/17/2002,14:22,"Surkhet, Nepal",Surkhet,Nepal,Skyline Airways,Others,,Jumla - Surkhet,Jumla,82.12784,29.2787765,,Surkhet,81.7787021,28.517456,,de Havilland Canada DHC-6 Twin Otter 300,9N-AGF,828,4,4,0,"The aircraft hit a tree and crashed into a hill, 6 miles north of Surkhet in poor weather conditions. Wreckage was strewn over a wide area.",2,7/17/2002de Havilland Canada DHC-6 Twin Otter 300
8/22/2002,9:41,"Pokhara, Nepal",Pokhara,Nepal,Shangri La Air,Others,,Jomsom - Pokhara,Jomsom,83.7305556,28.7833333,,Pokhara,83.985008,28.2025654,,de Havilland Canada DHC-6-300 Twin Otter,9N-AFR,726,18,18,0,The plane crashed into a hill 3 miles southeast of Pokhara Airport while on approach. The plane broke into several pieces and bodies and wreckage was scattered over a small area. There was poor weather in the area at the time of the accident.,2,8/22/2002de Havilland Canada DHC-6-300 Twin Otter
10/19/2006,7:30,"Tashkent, Russia",Tashkent,Russia,Military - Russian Air Force/Uzbekistan Airways,Military,,Training/Aranchi,Training/Aranchi,85.2840486,23.3771809,,,NA,NA,,Antonov An-2,UK-70152,1G137-26,15,15,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport.",2,10/19/2006Antonov An-2
4/20/2005,22:15,"Tehran, Iran",Tehran,Iran,Saha Airline Services,Others,,Krish - Teran,Krish,85.323692,23.298804,,Teran,-97.9919039,26.1219862,,Boeing B-707-3J9C,EP-SHE,21127/915,169,3,0,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,3,4/20/2005Boeing B-707-3J9C
5/25/2004,13:56,"Near Lukla, Nepal",Near Lukla,Nepal,Yeti Airlines,Cargo,117,Katmandou - Lukla,Katmandou,85.3333333,27.7,,Lukla,86.7278059,27.6856603,,de Havilland DHC-6 Twin Otter 300,9N-AFD,651,3,3,0,"While on approach to Lukla, the cargo plane crashed into Lamjura Hill in heavy cloud cover. Hazardous behavior and attitudes of the captain such as over-confidence, being care-free, and non-compliance of the regulations caused the accident.",1,5/25/2004de Havilland DHC-6 Twin Otter 300
12/24/1999,,"Amritsar, India / Kandahar, Afghanistan",Amritsar,"India / Kandahar, Afghanistan",Indian Airlines,Others,814,Kathmandu - New Delhi,Kathmandu,85.3333333,27.7,,New Delhi,77.22496,28.635308,,Airbus A300B2-101,VT-EDW,36,189,1,0,"The plane was hijacked and subsequently flown to Amritsar, India, Lahore, Pakistan, al-Minhar Air Base, Dubai and Kandahar, Afghanistan. The hijacking lasted 7 days. One crewmember was killed.",4,12/24/1999Airbus A300B2-101
12/25/1999,15:02,"Near Simara, Nepal",Near Simara,Nepal,Skyline Airways,Others,,Simara - Kathmandu,Simara,85.4916667,26.8083333,,Kathmandu,85.3333333,27.7,,de Havilland Canada DHC-6 Twin Otter,9N-AFL,796,10,10,0,The aircraft crashed 5 minutes after taking off from Simara.  The aircraft was observed not following the usual route into the mountains.,0,12/25/1999de Havilland Canada DHC-6 Twin Otter
7/17/2000,7:34,"Patna, India",Patna,India,Indian Airlines/Alliance Airlines,Others,7412,Calcutta - Patna - Lucknow - New Delhi,Calcutta,88.363895,22.572646,,Patna - Lucknow - New Delhi,77.22496,28.635308,,Boeing B-737-2A8 Advanced,VT-EGD,22280/671,58,55,5,"While attempting to land at Patna, the aircraft was too high and the crew attempted a go-around. During the second landing attempt, the aircraft was again high, veered to left and lost altitude until it crashed into houses in the Gardanibagh district and burst into flames. The cause of the accident was loss of control of the aircraft due to crew error. The crew did not followed the correct approach procedure, which resulted in the aircraft being high on approach. The crew then initiated a 'go-around procedure' instead of an 'approach to stall recovery procedure' resulting in an actual stall of the aircraft, loss of control and subsequent impact with the ground.",0,7/17/2000Boeing B-737-2A8 Advanced
5/18/2004,10:40,"Bozoy, Kazakhstan",Bozoy,Kazakhstan,Aray-Avia,Others,,Kyzyl-Orda - Bozoy - Vozrozhdenya Island,Kyzyl,94.4574804,51.7150832,,Orda - Bozoy - Vozrozhdenya Island,NA,NA,,PZL-MieleAN-2R,UN-70276,1G139-35,12,1,0,Crashed and stalled near the end of the runway while attempting to take off. The aircraft was overloaded.,0,5/18/2004PZL-MieleAN-2R
2/26/2008,16:16,"Off Macae , Rio de Janeiro , Brazil",Off Macae,"Rio de Janeiro , Brazil",BHS - Brazilian Helicopter Service Air Taxi,Others,,Oil Rig P18 - Macae,Oil Rig P18,94.9244032,27.173651,,Macae,-41.7827461,-22.3836705,,Eurocopter  AS332L2 Super Puma,PP-MUM,2570,20,5,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea.",0,2/26/2008Eurocopter  AS332L2 Super Puma
9/16/2007,15:35,"Phuket, Thailand",Phuket,Thailand,One-Two-Go Airlines,Others,269,Bangkok - Phuket,Bangkok,100.5241235,13.7278956,,Phuket,98.3922504,7.8804479,,McDonnell Douglas MD-82,HS-OMG,49183/1129,130,90,0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal.",0,9/16/2007McDonnell Douglas MD-82
3/24/2000,18:04,"Kadirana, Sri Lanka",Kadirana,Sri Lanka,Sky Cabs,Cargo,,Bangkok - Colombo,Bangkok,100.5241235,13.7278956,,Colombo,79.861243,6.9270786,,Antonov AN-12 (freighter),RA-11302,8346004,8,6,2,"The pilot -in-command made two requests to land because he was low on fuel. While attempting to land, he ran out of fuel and crashed short of the runway. The Cargo plane broke into four parts and crashed into houses.",0,3/24/2000Antonov AN-12 (freighter)
8/22/1999,18:45,"Hong Kong, China",Hong Kong,China,China Airlines (Taiwan),Others,642,Bangkok - Hong Kong,Bangkok,100.5241235,13.7278956,,Hong Kong,114.109497,22.396428,,McDonnell Douglas MD-11,B-150,48468/518,315,3,0,,0,8/22/1999McDonnell Douglas MD-11
1/13/2005,13:20,"Tura,Siberia, Russia",Tura,"Siberia, Russia",Tura Air Enterprise,Others,,Vanavara - Tura,Vanavara,102.2846917,60.3443611,,Tura,0.68484,47.394144,,Antonov AN-2,RA-62597,1G177-44,9,9,0,The aircraft disappeared from radar as it was attempting to land. It crashed into a hill 6 miles from its destination. Poor weather conditions existed at the time of the accident.,2,1/13/2005Antonov AN-2
11/19/2001,21:19,"Kalyazin, Russia",Kalyazin,Russia,Charter - IRS Aero,Others,-,Khatanga - Moscow,Khatanga,102.4727778,71.9797222,,Moscow,37.6173,55.755826,,Ilyushin 18V,RA-75840,182005301,27,27,0,Residents heard a loud noise and saw flames in the night sky as the aircraft clipped treetops and summer homes before crashing into a snowy forest. Wreckage was spread over a 1.5 mile area. Serious maintenance violations and operational procedures were discovered during the investigation of the accident.,0,11/19/2001Ilyushin 18V
10/19/2000,12:12,"Near Sam Neua, Laos",Near Sam Neua,Laos,Lao Aviation,Others,703,Vientiane - Sam Neua,Vientiane,102.614429,17.962769,,Sam Neua,104.0420989,20.41781,,Harbin Yunshuji Y-12-II,RDPL-34130,86,17,8,0,"The aircraft crashed into a mountain at 4,800 ft., in poor weather, while making an apporach to Sam Neua.",2,10/19/2000Harbin Yunshuji Y-12-II
2/24/1999,16:34,"Rui'an, China",Rui'an,China,China Southwest Airlines,Others,4509,Chengdu - Wenzhou,Chengdu,104.066541,30.572269,,Wenzhou,120.699367,27.994267,,Tupolev TU-154,B-2622,90A-846,61,61,0,"The aircraft was on a flight from Chengdu to Wenzhou when it crashed into a field while on approach to Wenzhou Airport. Witnesses saw the plane nose-dive into the ground from an altitude of 2,300 feet and explode. A self-locking nut, other than a castle nut with cotter pin as specified, had been installed at the bolt for connection between the pull rod and bellcranck in the elevator control system. The nut screwed off, resulting in bolt loss, which led to the loss of pitch control.",0,2/24/1999Tupolev TU-154
6/25/2007,10:40,"Near Sihanoukville, Cambodia",Near Sihanoukville,Cambodia,PMT Air,Others,241,Siem Reap - Sihanoukville,Siem Reap,104.1001326,13.6915377,,Sihanoukville,103.530296,10.60857,,Antonov AN-24V,XU-U4A,99901908,22,22,0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville.",0,6/25/2007Antonov AN-24V
3/27/2003,12:30,"Mulia, Indonesia",Mulia,Indonesia,PT Air Regional,Others,,Mulia - Wamena,Mulia,106.8075629,-6.5605837,,Wamena,138.7593128,-4.2195623,,de Havilland Canada DHC-6 Twin Otter,PK-WAY,261,16,4,0,"Crashed into a 7,000 ft. mountain three minutes after after taking off.",0,3/27/2003de Havilland Canada DHC-6 Twin Otter
11/17/2006,8:07,"Puncak Jaya, Indonesia",Puncak Jaya,Indonesia,Trigana Air Service,Others,,Mulia - Ilaga,Mulia,106.8075629,-6.5605837,,Ilaga,137.5275422,-4.0460389,,de Havilland Canada DHC-6 Twin Otter 300,PK-YPY,535,12,12,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.,0,11/17/2006de Havilland Canada DHC-6 Twin Otter 300
5/20/2009,6:30,"Near Madiun, Indonesia",Near Madiun,Indonesia,Military - Indonesian Air Force,Military,,Jakarta - Maduin,Jakarta,106.845599,-6.2087634,,Maduin,NA,NA,,Lockheed C-130 Hercules,A-1325,1982,112,98,2,"While on approach, the military transport crashed into 4 houses, skidded into a rice field and burst into flames.",0,5/20/2009Lockheed C-130 Hercules
6/26/2008,15:03,"Near Salak Mountain, Indonesia",Near Salak Mountain,Indonesia,Military - Indonesian Air Force,Military,,Jakarta - aerial survelliance,Jakarta,106.845599,-6.2087634,,aerial survelliance,NA,NA,,CASA NC-212,A-2106,228/N68,18,18,0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.,0,6/26/2008CASA NC-212
11/30/2004,18:14,"Solo, Indonesia",Solo,Indonesia,Lion Air,Others,583,"Jakarta, Indonesia - Solo, Indonesia",Jakarta,106.845599,-6.2087634,Indonesia,Solo,110.8166667,-7.5666667,Indonesia,McDonnell-Douglas MD-82,PK-LMN,49189/1173,154,26,0,"While attempting to land, the plane overran the runway and crashed through the airport barrier fence, into a rice field, broke in two and  came to rest at a cemetery, 300 meters beyond the runway. Bad weather and a malfunctioning spoiler may have caused the crash.",2,11/30/2004McDonnell-Douglas MD-82
6/22/2000,15:16,"Shitai, China",Shitai,China,Wuhan Airlines,Others,343,Enshi - Wuhan,Enshi,109.479665,30.29468,,Wuhan,114.305393,30.593099,,Xian Yunshuji Y-7-100C,B-3479,6708,44,44,7,"The plane was attempting to land at Whuan's Wanjiatun Airport in thunderstorms and heavy rain when it was struck by lightning causing it to explode and crash. Half of the plane crashed into a farmhouse and the other half crashed near a dike on the Hanjiang River near the village of Shitai, 15 miles from Wuhan. Seven people aboard a boat on the southern bank of the river were killed when they were swept into the river by the impact of the crash.",0,6/22/2000Xian Yunshuji Y-7-100C
11/21/2004,8:20,"Baotou, Inner Mongolia, China",Baotou,"Inner Mongolia, China",China Eastern Airlines,Others,,Baotou - Shanghai,Baotou,109.840347,40.657449,,Shanghai,121.473701,31.230416,,Bambardier CRJ200,B-3072,7697,53,53,0,"The aircraft crashed into a frozen lake in Nanhai Park, 10 seconds after taking off. Ice pollution of the wings of the aircraft led to the accident. Failure to deice the plane.",0,11/21/2004Bambardier CRJ200
5/18/2004,10:50,"Urumqi, China",Urumqi,China,AZAL Cargo Company,Others,,Taiyuan - Urumqi - Baku,Taiyuan,112.548879,37.87059,,Urumqi - Baku,49.8676232,40.4349504,,Ilyushin II-76TD,4K-AZ27,53460827,7,7,0,"About two minutes after takeoff and  while climbing, the aircraft stalled and crashed in a field 10 km from the  airport.",0,5/18/2004Ilyushin II-76TD
3/23/2009,6:48,"Tokyo, Japan",Tokyo,Japan,FedEx,Cargo,80,"Guangzhou, China - Tokyo, Japan",Guangzhou,113.264435,23.129163,China,Tokyo,139.6917064,35.6894875,Japan,McDonnell Douglas MD-11,N526FE,48600/560,2,2,0,The cargo plane crashed and burst into flame as it landed at Narita Airport in winds of 30 - 50 mph. The plane bounced twice on the runway and veered to left as it turned on its side before bursting into flames. The fire destroyed the aircraft.,0,3/23/2009McDonnell Douglas MD-11
1/31/2003,15:21,"Baucau, East Timor",Baucau,East Timor,Euro Asia Aviation,Cargo,,Macau - Baucau,Macau,113.543873,22.198745,,Baucau,126.45,-8.4666667,,Ilyushin II-76TD,RDPL-34141,53465941,6,6,0,The cargo plane struck ground 2 km short of the runway in heavy fog. The flight crew did not comply with the published non-precision instrument approach. The flight crew conducted user-defined non-precision instrument approaches to Runway 14 at Baucau during flight in instrument meteorological conditions. The pilot in command permitted the aircraft to descend below the MDA.,2,1/31/2003Ilyushin II-76TD
1/16/2002,16:29,"Near Solo, Indonesia",Near Solo,Indonesia,Garuda Indonesia Airlines,Others,421,Ampenan - Yogyakarta - Jakarta,Ampenan,116.1166863,-8.5819476,,Yogyakarta - Jakarta,106.7764998,-6.335563,,Boeing B-737-3Q8,PK-GWA,24403/1706,62,1,0,"The aircraft suffered a flame out of both engines in torrential rains while on approach  to Yogyakarta. The crew made an emergency landing in the Bengawan Solo River, in shallow water. The plane circled several times before diving in a steep course towards the river. The plane's left wing struck a river bank before it plunged into the water. A flight attendant drowned in the shallow water when she jumped from the plane.",0,1/16/2002Boeing B-737-3Q8
1/17/2008,12:43,"London, England",London,England,British Airways,Others,,"Bejing, China - London, England",Bejing,116.407526,39.90403,China,London,-0.1254872,51.508515,England,Boeing 777-236ER,G-YMMM,30314/342,152,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence.",0,1/17/2008Boeing 777-236ER
4/15/2002,11:23,"Busan, South Korea",Busan,South Korea,Air China,Others,129,Beijing - Busan,Beijing,116.407526,39.90403,,Busan,129.0756416,35.1795543,,Boeing B-767-200ER,B-2552,23308/127,166,128,0,"The aircraft crashed onto a mountain, in fog, wind and rain while attempting to land at Kimhae Airport. A strong southerly wind required the aircraft to make a turn and approach the runway from the north. The aircraft crashed near the peak of Mt. Mulbong, approximately 3 mile north of the runway. The plane bounced three times before hitting the ground and exploding. More than 1,000 trees were uprooted by the impact. The plane was off course when the crew turned on final. Operational errors by the crew. Lack of pilot experience in landing in adverse weather conditions. First Air China fatal accident.",2,4/15/2002Boeing B-767-200ER
7/16/2002,,"Near Long Barai, Indonesia",Near Long Barai,Indonesia,Sabang Merauke Raya Air Charter,Others,,Tarakan - Krayan,Tarakan,117.6242802,3.303628,,Krayan,115.8048521,4.0719488,,Britten-Norman BN-2A Islander,PK-TAR,860,10,10,0,"Air trafficontrol lost contact with the aircraft 15 minutes before it was scheduled to land. The wreckage was found atop a 5,300 ft. mountain, surrounded by thick jungle, 5 miles from its destination.",0,7/16/2002Britten-Norman BN-2A Islander
1/26/2008,9:35,"Near Malinau, Indonesia",Near Malinau,Indonesia,Dirgantara Air Service,Cargo,,Tarakan - Long Apung,Tarakan,117.6242802,3.303628,,Long Apung,116.6206702,3.5765462,,CASA NC-212-200,PK-VSE,92N/412,3,3,0,The cargo plane crashed while en route.,0,1/26/2008CASA NC-212-200
10/16/2004,15:00,"Coron Island, Philippines",Coron Island,Philippines,PacifiAir,Cargo,,Coron Island - Manila,Coron Island,120.2397336,11.9283293,,Manila,120.9842195,14.5995124,,Pilatus Britten-Norman BN-2A-21 Islander,RP-C1325,593,2,2,0,"A few minutes after takeoff, the cargo plane struck the side Tagbao mountain a few  kilometers from the airport.",0,10/16/2004Pilatus Britten-Norman BN-2A-21 Islander
4/19/2000,7:02,"Samal Island, Philippines",Samal Island,Philippines,Air Philippines,Others,541,Manila - Davao,Manila,120.9842195,14.5995124,,Davao,125.455341,7.190708,,Boeing B-737-2H4,RP-C3010,21447/508,131,131,0,"The aircraft circled Davao airport in an attempt to land but crashed onto a coconut plantation on the mountainous Samal Island. The plane aborted a previous landing attempt because another plane was on the runway. Weather and visibility were good in the area but the landing attempt may have been hampered by low-lying clouds. The last message from the crew was that they were 7 miles from the airport on final approach. Nothing more was heard from the plane. The aircraft disintegrated upon impact near Mt. Kalangan. The elevation of the accident site was about 500 feet above sea level but the plane should have been at a altitude of 1,500 feet.",2,4/19/2000Boeing B-737-2H4
4/15/1999,16:05,"Shanghi, China",Shanghi,China,Korean Air,Others,6316,"Shanghi, China - Seoul, Korea",Shanghi,121.473701,31.230416,China,Seoul,126.9779692,37.566535,Korea,McDonnell Douglas MD-11,HL-7373,48409/490,3,3,0,"Shortly after taking off  and after getting into a disagreement with the first officer about the planes altitude, the captain pushed down on the control column and the plane entered a rapid descent. Both crew members tried to recover from the dive but were unable to gain control and the plane crashed into the ground and was destroyed.",1,4/15/1999McDonnell Douglas MD-11
12/21/2002,1:52,"Off Pachao Tao, Taiwan",Off Pachao Tao,Taiwan,Transasia Airways,Cargo,,Taipei - Macau,Taipei,121.5598345,25.091075,,Macau,113.543873,22.198745,,AÃ©rospatiale/Aeritalia ATR-72-202,B-22708,322,2,2,0,"While en route the stall warning sounded, the crew of the cargo plane disconnected the autopilot and the plane began to descend until it impacted the ocean.",0,12/21/2002AÃ©rospatiale/Aeritalia ATR-72-202
